gene	fold_change	log_fold_change	score_low	pvalue_low	fdr_low	score_high	pvalue_high	fdr_high	pvalue	fdr	phenotype_score
CD209	1.0112207234289197e0	1.60979347686521e-2	6.534618053165265e-1	7.016370235778007e-1	1e0	3.702890304577214e-1	5.097733717161341e-1	1e0	5.097733717161341e-1	1e0	4.710623613546281e-3
PRKAR2A	1.0969361142525662e0	1.3347950538113865e-1	1e0	1e0	1e0	6.422100107386287e-3	2.0509190724252377e-2	5.525557547452646e-1	2.0509190724252377e-2	5.525557547452646e-1	2.2532027610048136e-1
GSTA4	1.0225472417525927e0	3.216749731643352e-2	5.921796443630697e-1	7.837773682461449e-1	1e0	7.429587064448728e-2	2.127828537641184e-1	1e0	2.127828537641184e-1	1e0	2.1618596677049226e-2
MAPKBP1	9.730202799168838e-1	-3.945822057921039e-2	1.3086961768693284e-1	2.657260866375199e-1	9.999147782931771e-1	7.581880586047506e-1	7.617576100232627e-1	1e0	2.657260866375199e-1	9.999147782931771e-1	-2.271080262194235e-2
ACSL1	1.0240305791842428e0	3.425879715310963e-2	4.234270098590862e-1	5.692767834407275e-1	1e0	7.104078317502907e-2	1.5972740730510443e-1	1e0	1.5972740730510443e-1	1e0	2.7291262095930562e-2
RFK	1.0027584488336365e0	3.974121763529792e-3	1.908802619207776e-1	3.593769556454223e-1	1e0	3.3603882609348923e-1	4.9538845322204045e-1	1e0	3.593769556454223e-1	1e0	1.7662975221560489e-3
IDH3A	9.954336001451852e-1	-6.603009917128315e-3	9.235468339413624e-2	2.639997237819431e-1	9.999147782931771e-1	4.186099630276949e-1	6.597899879586191e-1	1e0	2.639997237819431e-1	9.999147782931771e-1	-3.819158007275285e-3
IRAK3	1.0246992793397969e0	3.520058108670628e-2	8.779810970740952e-1	8.769966465401531e-1	1e0	8.556788191240606e-1	8.53850436554007e-1	1e0	8.53850436554007e-1	1e0	2.415400344102634e-3
GPX2	9.966722425998246e-1	-4.808945044987015e-3	2.858151029137023e-1	4.350477555124924e-1	1e0	1.833594088694358e-1	3.205078959521107e-1	1e0	3.205078959521107e-1	1e0	-2.3763943756114447e-3
RPS6KC1	9.611483498290043e-1	-5.7168971854118504e-2	4.0697600781120766e-2	1.0968014812193301e-1	9.766934590821391e-1	1e0	1e0	1e0	1.0968014812193301e-1	9.766934590821391e-1	-5.4874893734122354e-2
TTBK2	9.75178147762622e-1	-3.62622971364981e-2	2.206448718276132e-1	3.732180698400093e-1	1e0	1e0	1e0	1e0	3.732180698400093e-1	1e0	-1.5521617117297815e-2
CDKN2C	9.955158155900823e-1	-6.48385890930516e-3	3.2471215408576043e-1	5.753967397637473e-1	1e0	8.000227610511907e-1	8.866556467171053e-1	1e0	5.753967397637473e-1	1e0	-1.556337532653538e-3
PDGFRB	1.0478149436703654e0	6.738394261626268e-2	1e0	1e0	1e0	2.426706243833802e-2	7.331863047634667e-2	9.244583756976745e-1	7.331863047634667e-2	9.244583756976745e-1	7.646633151555668e-2
PRKCD	1.028500412446498e0	4.054237240868843e-2	1e0	1e0	1e0	7.494321544268157e-2	1.673924583838654e-1	1e0	1.673924583838654e-1	1e0	3.147158873195337e-2
CDC42BPG	9.531781810733819e-1	-6.918216729697137e-2	2.6057335571115836e-2	7.81524464719617e-2	9.766934590821391e-1	1e0	1e0	1e0	7.81524464719617e-2	9.766934590821391e-1	-7.658863180005754e-2
LEPREL1	9.825624108524399e-1	-2.5379046836569635e-2	2.972542876236718e-1	4.461396368595733e-1	1e0	5.578080191153032e-1	6.318315415125528e-1	1e0	4.461396368595733e-1	1e0	-8.896096744716782e-3
TH	9.963187220945096e-1	-5.32076099824992e-3	3.185445697435972e-1	5.687977177483049e-1	1e0	4.190323900129159e-1	6.419437119390939e-1	1e0	5.687977177483049e-1	1e0	-1.30381074042042e-3
HIF1AN	9.966215260287996e-1	-4.882359758538973e-3	6.51681702526134e-1	7.006314172144272e-1	1e0	4.261173150631838e-1	5.686035019270526e-1	1e0	5.686035019270526e-1	1e0	-1.1971080833948964e-3
LPL	1.0172861885726365e0	2.472560323849507e-2	9.98147867245296e-2	2.1347771481348807e-1	9.92366234949284e-1	6.311865406845185e-2	1.4643009741002413e-1	1e0	1.4643009741002413e-1	9.92366234949284e-1	2.0630292888419593e-2
NARS2	1.0518078710637042e0	7.287119818726656e-2	1e0	1e0	1e0	6.318655534872626e-2	1.4643009741002413e-1	1e0	1.4643009741002413e-1	1e0	6.0801516033098094e-2
PDK1	9.898353111713727e-1	-1.473958537274017e-2	4.0729819238762666e-1	5.535453019192839e-1	1e0	5.787912251268523e-1	6.428845796953833e-1	1e0	5.535453019192839e-1	1e0	-3.7858157910231846e-3
PTPRZ1	9.866597553265529e-1	-1.937543060108324e-2	2.4714034267103704e-1	3.984315993457085e-1	1e0	5.97151797582428e-1	6.531650705003431e-1	1e0	3.984315993457085e-1	1e0	-7.743317702806349e-3
PRPS1L1	1.074492824235277e0	1.0365584807537655e-1	1e0	1e0	1e0	3.053544917964276e-2	8.529527278691072e-2	9.511387520986098e-1	8.529527278691072e-2	9.511387520986098e-1	1.1081587967084054e-1
CD86	9.955282513264593e-1	-6.465837233643398e-3	3.70093872572462e-1	6.19095299545535e-1	1e0	6.256173312738088e-1	7.893146771054074e-1	1e0	6.19095299545535e-1	1e0	-1.3464620670436496e-3
NDUFA1	1.0198586774410423e0	2.8369250745209577e-2	1e0	1e0	1e0	1.0427257452768048e-1	2.1955019615797947e-1	1e0	2.1955019615797947e-1	1e0	1.868019189921118e-2
CLEC3B	9.965033098430515e-1	-5.053497965300663e-3	2.263753427269021e-1	3.782719970997104e-1	1e0	2.669876200773263e-1	4.050090418254561e-1	1e0	3.782719970997104e-1	1e0	-2.1335656550536103e-3
VDAC2	1.0065997004534781e0	9.490073626624072e-3	1e0	1e0	1e0	6.724126452287913e-1	6.986590476519308e-1	1e0	6.986590476519308e-1	1e0	1.4779338873635256e-3
GBA	1.0305746924257466e0	4.344907012428018e-2	3.182665066558778e-1	6.045938515586898e-1	1e0	1.0701253640722751e-1	3.021652906116072e-1	1e0	3.021652906116072e-1	1e0	2.2582889867134102e-2
PANK2	1.027106054639435e0	3.8585155952899186e-2	1e0	1e0	1e0	1.1667042204839202e-1	2.403097094962905e-1	1e0	2.403097094962905e-1	1e0	2.38930352487388e-2
GHRHR	9.863021920181986e-1	-1.9898354845120137e-2	3.931273629128826e-1	6.357892283589627e-1	1e0	9.505529892706749e-1	9.521409057362722e-1	1e0	6.357892283589627e-1	1e0	-3.9137444211562135e-3
IKBKB	9.945893404732841e-1	-7.82712577035583e-3	3.1000467247240526e-1	4.584658676483917e-1	1e0	7.910021299298857e-1	7.907173469255635e-1	1e0	4.584658676483917e-1	1e0	-2.65099264283177e-3
NADK	1.0128007797642895e0	1.8350420623007714e-2	8.65163355375919e-1	9.247953181039357e-1	1e0	4.108914117125993e-1	6.354180603450136e-1	1e0	6.354180603450136e-1	1e0	3.61394001221835e-3
DHODH	1.0127163970431932e0	1.823021573437308e-2	6.512631298437276e-1	8.183262048933755e-1	1e0	2.0518770270336362e-1	4.247845283360883e-1	1e0	4.247845283360883e-1	1e0	6.7785649922169925e-3
KCNMB4	9.652888423061137e-1	-5.0967391874135515e-2	7.828499737788609e-3	2.602492004782025e-2	7.395148805978291e-1	6.944878682382708e-1	7.133676591814451e-1	1e0	2.602492004782025e-2	7.395148805978291e-1	-8.076346921569323e-2
PTPRN	1.0050802926419464e0	7.3107582890573515e-3	3.9974955243404875e-1	5.458155122334388e-1	1e0	1.4778584270402684e-1	2.859202161406295e-1	1e0	2.859202161406295e-1	1e0	3.975262371637433e-3
SMOX	9.800323724131303e-1	-2.9098689793678398e-2	1.0944702918273379e-1	2.3012416864838736e-1	9.999147782931771e-1	1e0	1e0	1e0	2.3012416864838736e-1	9.999147782931771e-1	-1.8566063071005137e-2
SLC1A7	9.302203662358008e-1	-1.0435556832763145e-1	8.723388268437723e-2	2.0945960526713306e-1	9.92366234949284e-1	2.683670439771865e-1	4.382631063310042e-1	1e0	2.0945960526713306e-1	9.92366234949284e-1	-7.084696603899936e-2
SCLY	9.088206532497696e-1	-1.3793247395051955e-1	3.566710647192084e-1	5.25560960030384e-1	1e0	7.563523738360829e-1	7.768805486381155e-1	1e0	5.25560960030384e-1	1e0	-3.853514735676856e-2
BRSK1	9.874038647778969e-1	-1.8287802973236133e-2	4.0275104877803514e-1	5.485172701024165e-1	1e0	4.009562896343632e-1	5.42004566229753e-1	1e0	5.42004566229753e-1	1e0	-4.864501726760734e-3
SNX3	9.648421591443455e-1	-5.163514716468534e-2	2.137273095414547e-2	6.423364594887376e-2	9.727408997617026e-1	7.634696882982779e-1	7.666043737402946e-1	1e0	6.423364594887376e-2	9.727408997617026e-1	-6.1561354968072045e-2
CDO1	9.581132613764595e-1	-6.1731883636064216e-2	1.709333583136822e-1	3.2677459311785445e-1	1e0	1e0	1e0	1e0	3.2677459311785445e-1	1e0	-2.998636849655136e-2
EPHB4	9.889394259169259e-1	-1.6045938519343873e-2	1.539207190840148e-1	3.030932106464797e-1	1e0	3.9365540741898836e-1	5.344517287366045e-1	1e0	3.030932106464797e-1	1e0	-8.318596290409607e-3
PRKCI	1.0408037798817e0	5.76981066059724e-2	1e0	1e0	1e0	8.023216739010179e-2	1.767536609682306e-1	1e0	1.767536609682306e-1	1e0	4.342541726575379e-2
MAP2K6	1.036262457992204e0	5.138944596762165e-2	4.78693839906205e-1	6.213395712577848e-1	1e0	1.852069180910452e-3	6.081113158769276e-3	3.522484797217103e-1	6.081113158769276e-3	3.522484797217103e-1	1.1387988151977647e-1
KCNK2	1.0086364766345237e0	1.2406305411004416e-2	1e0	1e0	1e0	7.275596274326e-1	7.372907324526006e-1	1e0	7.372907324526006e-1	1e0	1.6421137822736135e-3
PPFIA1	1.017016428270079e0	2.4342983809323322e-2	2.7972716247956214e-1	4.2973918973159375e-1	1e0	2.504457356644533e-1	3.8776267689824384e-1	1e0	3.8776267689824384e-1	1e0	1.0015531082467567e-2
non-targeting	1.0057105145875398e0	8.215097121390829e-3	6.875711149483243e-1	9.845102092783372e-1	1e0	6.491011320603807e-2	3.576980677683739e-1	1e0	3.576980677683739e-1	1e0	3.667904542054509e-3
DGKQ	9.780651926150934e-1	-3.19974641394135e-2	4.109170904288335e-2	1.403662478798106e-1	9.766934590821391e-1	4.4335699136146844e-1	6.618443597567555e-1	1e0	1.403662478798106e-1	9.766934590821391e-1	-2.7285431465960467e-2
MAT1A	1.024900486322939e0	3.548383669842805e-2	3.9044268388901254e-1	5.523800069917696e-1	1e0	1.367176101926526e-1	2.774178790769138e-1	1e0	2.774178790769138e-1	1e0	1.9759726341110735e-2
ITK	9.702786290761919e-1	-4.352899803675539e-2	1.9721641891015546e-1	3.6869931506553705e-1	1e0	1.355161503728257e-1	2.7517360736466395e-1	1e0	2.7517360736466395e-1	1e0	-2.4393355494301567e-2
PGLYRP3	9.606174362849822e-1	-5.796609953962734e-2	3.103151463291926e-2	9.099227021031416e-2	9.766934590821391e-1	1e0	1e0	1e0	9.099227021031416e-2	9.766934590821391e-1	-6.0342448739143635e-2
VWF	9.745142334797066e-1	-3.724483765394007e-2	6.569305264353795e-2	1.5436705063853845e-1	9.766934590821391e-1	7.128644079354856e-1	7.261513761269912e-1	1e0	1.5436705063853845e-1	9.766934590821391e-1	-3.0222151944544053e-2
GRK5	9.635910817441959e-1	-5.3507053721690734e-2	1.5598506976633423e-2	4.9179761848244075e-2	9.34874013933643e-1	1e0	1e0	1e0	4.9179761848244075e-2	9.34874013933643e-1	-6.999865423239288e-2
GRIK2	9.885305930146243e-1	-1.6642479759878145e-2	8.656674268434994e-2	1.9057319562712288e-1	9.846846390630837e-1	6.022267573362757e-1	6.561862054976025e-1	1e0	1.9057319562712288e-1	9.846846390630837e-1	-1.1981556647221465e-2
ACVR1	9.909380871451227e-1	-1.3133172852992554e-2	4.973917541480758e-2	1.2512677977220643e-1	9.766934590821391e-1	2.3017232602178886e-1	3.6809508806608515e-1	1e0	1.2512677977220643e-1	9.766934590821391e-1	-1.1854654958321734e-2
ENO3	9.844420206031521e-1	-2.262185478538841e-2	8.181138179554613e-2	2.2772452427913562e-1	9.999147782931771e-1	7.856634056706739e-1	8.685461003621046e-1	1e0	2.2772452427913562e-1	9.999147782931771e-1	-1.4536582111767612e-2
NDUFA7	9.397878146331763e-1	-8.959303313073198e-2	1.9849184585472399e-1	3.69743764593161e-1	1e0	7.81681103380874e-1	7.943211293865802e-1	1e0	3.69743764593161e-1	1e0	-3.8713072679369416e-2
TK1	1.028915839566803e0	4.1124981449395005e-2	1e0	1e0	1e0	3.340544865879958e-1	4.7218613644308827e-1	1e0	4.7218613644308827e-1	1e0	1.3402087293301581e-2
MTHFD2	1.0085216565121073e0	1.2242064027385308e-2	7.11203984438077e-1	8.451668313904558e-1	1e0	2.3040490668382954e-1	4.57322152256572e-1	1e0	4.57322152256572e-1	1e0	4.159581108818355e-3
OTC	9.052490754901864e-1	-1.4361329657602748e-1	2.4369121608778554e-1	4.315734502656441e-1	1e0	4.4759866307859364e-1	5.937652405470843e-1	1e0	4.315734502656441e-1	1e0	-5.241099477308422e-2
CLK2	1.0328541959710285e0	4.663660890186807e-2	1e0	1e0	1e0	8.807116753297412e-2	1.9154427473338484e-1	1e0	1.9154427473338484e-1	1e0	3.347253176217721e-2
CYP2C8	9.956743484229652e-1	-6.2541324507929515e-3	5.131829320663509e-2	1.2832486696216244e-1	9.766934590821391e-1	5.056565621425063e-1	6.065834847497421e-1	1e0	1.2832486696216244e-1	9.766934590821391e-1	-5.576742219846128e-3
RPS6KA6	1.026841847451474e0	3.8213997169803504e-2	3.387657345806587e-1	4.861653596661214e-1	1e0	2.679167801717599e-1	4.063728684813618e-1	1e0	4.063728684813618e-1	1e0	1.4944550234031023e-2
PTPN9	1.0204093612946976e0	2.9148039481762856e-2	6.829932335036564e-1	7.5503774260793e-1	1e0	2.0780845617601537e-1	3.812931320969698e-1	1e0	3.812931320969698e-1	1e0	1.2205479702746621e-2
LIPJ	9.852896209509654e-1	-2.1380234995031774e-2	1.1821741677136711e-1	2.4464288026378825e-1	9.999147782931771e-1	5.355886779156269e-1	6.206490261155541e-1	1e0	2.4464288026378825e-1	9.999147782931771e-1	-1.3073317105858445e-2
ACVR2B	9.93062879616393e-1	-1.004302442609805e-2	6.497436674460848e-2	1.5207098804062133e-1	9.766934590821391e-1	3.2327892684819104e-1	4.6185385475246116e-1	1e0	1.5207098804062133e-1	9.766934590821391e-1	-8.214728308959926e-3
PGK2	1.019052481618681e0	2.7228352800389675e-2	1.5951298088006613e-1	3.1266157677351414e-1	1e0	7.419882045435348e-2	1.662919020634352e-1	1e0	1.662919020634352e-1	1e0	2.121439654318993e-2
ERBB4	1.0431758966391385e0	6.098244051663779e-2	4.468812579552058e-1	5.925136274767913e-1	1e0	8.354345241704343e-3	2.6564408440188002e-2	6.15937935716999e-1	2.6564408440188002e-2	6.15937935716999e-1	9.6090022429666e-2
MTMR10	1.0023576924147095e0	3.3974276818302404e-3	7.482185222058255e-1	7.61136119395255e-1	1e0	6.31782853270987e-1	6.72668654861222e-1	1e0	6.72668654861222e-1	1e0	5.85033001088178e-4
CTSS	1.0045887925469321e0	6.605085132180849e-3	7.739856393011607e-1	7.810281353986388e-1	1e0	3.9159084804860594e-1	5.32703786345333e-1	1e0	5.32703786345333e-1	1e0	1.806584683729929e-3
SLC1A5	1.0092484457409214e0	1.3281365046224305e-2	7.102162264651986e-1	8.448474542621741e-1	1e0	5.219498771452353e-1	7.261513761269912e-1	1e0	7.261513761269912e-1	1e0	1.8457489567650055e-3
AKAP11	1.0585428249239346e0	8.207963689921254e-2	5.851783421292253e-1	7.175497731990799e-1	1e0	4.9767841302003025e-3	1.781606466955257e-2	5.096274301154728e-1	1.781606466955257e-2	5.096274301154728e-1	1.435727339290047e-1
SQLE	9.74220599683616e-1	-3.767960591225222e-2	6.318655534872626e-2	1.4989577084259456e-1	9.766934590821391e-1	7.088124369186644e-1	7.23268350158178e-1	1e0	1.4989577084259456e-1	9.766934590821391e-1	-3.1055931356244702e-2
PTPRR	1.0072812536633544e0	1.0466569751203468e-2	7.685417136305447e-1	7.764964329027496e-1	1e0	4.970136483628625e-1	6.025222161319977e-1	1e0	6.025222161319977e-1	1e0	2.302927264415746e-3
MARK3	1.0283223562838857e0	4.029258837542355e-2	9.693659626870237e-1	9.700044453843532e-1	1e0	4.75282351823368e-2	1.535772396321121e-1	1e0	1.535772396321121e-1	1e0	3.278499700702913e-2
ENPP3	1.002260633877295e0	3.257724408766543e-3	5.670477485534489e-1	7.655469764912538e-1	1e0	4.0235807683590696e-1	6.290305177793795e-1	1e0	6.290305177793795e-1	1e0	6.558720649476508e-4
PPP1R42	1.0059408521074475e0	8.545479219059958e-3	8.788407944415775e-1	8.778382484322468e-1	1e0	7.032729126862548e-1	7.462332920444884e-1	1e0	7.462332920444884e-1	1e0	1.0863472886142415e-3
EPHA8	9.756429554191707e-1	-3.557481665695482e-2	4.810876920256602e-2	1.2213585612491962e-1	9.766934590821391e-1	2.519413738345961e-1	3.8953219882521006e-1	1e0	1.2213585612491962e-1	9.766934590821391e-1	-3.2485386415339164e-2
ACY3	1.0187024618206808e0	2.6732736942967898e-2	1e0	1e0	1e0	3.7420449064335104e-1	6.057246192290927e-1	1e0	6.057246192290927e-1	1e0	5.8203791200022986e-3
NFS1	1.0643758074936918e0	9.00076244115831e-2	1e0	1e0	1e0	2.256624107726471e-3	9.067720898917138e-3	4.411092073165176e-1	9.067720898917138e-3	4.411092073165176e-1	1.838407398934526e-1
CPO	1.002083027661763e0	3.0020480874184546e-3	6.363374347788889e-1	6.930138411141946e-1	1e0	4.076151024666143e-1	5.490869698447568e-1	1e0	5.490869698447568e-1	1e0	7.816098244019459e-4
CDKN3	1.018615639375219e0	2.6609773021420407e-2	6.857755424874306e-1	7.19988260732582e-1	1e0	3.0223907720513543e-1	4.402786349648901e-1	1e0	4.402786349648901e-1	1e0	9.48032739647419e-3
EPHA4	9.807346589913186e-1	-2.806523156969453e-2	2.3474880920372035e-1	3.865887501564516e-1	1e0	1e0	1e0	1e0	3.865887501564516e-1	1e0	-1.1583946451901255e-2
FARSB	1.0992552217219953e0	1.3652638570910908e-1	1e0	1e0	1e0	5.016053904956423e-5	1.6832037841873793e-4	2.999987052278583e-2	1.6832037841873793e-4	2.999987052278583e-2	5.152319166651884e-1
PIK3CA	9.54556670603023e-1	-6.709724406699129e-2	1.1312086454777312e-2	3.6667947052451216e-2	8.120685672444188e-1	7.093740328229046e-1	7.237474158506005e-1	1e0	3.6667947052451216e-2	8.120685672444188e-1	-9.633241270737666e-2
MOK	9.645024155561001e-1	-5.214324343885951e-2	6.378923960831036e-2	1.5075463636324402e-1	9.766934590821391e-1	1e0	1e0	1e0	1.5075463636324402e-1	9.766934590821391e-1	-4.2847632105584524e-2
DAPK2	9.668250212828683e-1	-4.867328457492971e-2	1.8997067938754903e-2	5.785473519751749e-2	9.727408997617026e-1	6.833789517675677e-1	7.062162010522182e-1	1e0	5.785473519751749e-2	9.727408997617026e-1	-6.024103043357584e-2
TF	1.014639517093433e0	2.0967255217514837e-2	8.260695658580732e-1	9.057103767355341e-1	1e0	3.069579008206001e-1	5.511240780143375e-1	1e0	5.511240780143375e-1	1e0	5.425290176193565e-3
PTPRN2	9.775668482941272e-1	-3.273273425264084e-2	8.28294313509446e-2	1.839784895188195e-1	9.799497935979421e-1	2.882763226646576e-1	4.271625931696454e-1	1e0	1.839784895188195e-1	9.799497935979421e-1	-2.4066184800935593e-2
PIK3R2	9.6579493854941e-1	-5.021119210241004e-2	2.527272426808198e-1	4.9114160059732154e-1	1e0	9.462644485348708e-1	9.489773458034277e-1	1e0	4.9114160059732154e-1	1e0	-1.5504878640185389e-2
CRH	9.881435690428646e-1	-1.7207426256995048e-2	4.0399812290876663e-1	5.496394059585414e-1	1e0	1e0	1e0	1e0	5.496394059585414e-1	1e0	-4.472591029698525e-3
HTR2A	9.763147112509394e-1	-3.458182499326326e-2	1.1092026155709464e-1	2.3153978618996035e-1	9.999147782931771e-1	1e0	1e0	1e0	2.3153978618996035e-1	9.999147782931771e-1	-2.1972405340611015e-2
GSTA3	1.0170338030224897e0	2.436763066293039e-2	1e0	1e0	1e0	1.459050999021465e-1	2.8420680100646956e-1	1e0	2.8420680100646956e-1	1e0	1.3313633532459008e-2
PPP2R2B	1.0291831900606951e0	4.149979843179915e-2	7.92520390121188e-1	8.864312195458802e-1	1e0	5.8451700450517716e-2	1.7737515159623826e-1	1e0	1.7737515159623826e-1	1e0	3.1170798245536396e-2
PON1	1.0017733847940364e0	2.5561875651830225e-3	4.9613244267416874e-2	1.3762996275372139e-1	9.766934590821391e-1	4.6041916321034554e-1	6.050556536225566e-1	1e0	1.3762996275372139e-1	9.766934590821391e-1	2.201611139022563e-3
PTPRD	9.574393558930478e-1	-6.274698510630475e-2	1.3473177357951055e-1	3.3795279260771427e-1	1e0	9.210123627124988e-1	9.42184107966733e-1	1e0	3.3795279260771427e-1	1e0	-2.956286307222944e-2
PPP3CC	9.862071268028791e-1	-2.0037416408480002e-2	2.8946830873464103e-2	8.55499113081083e-2	9.766934590821391e-1	6.39802136677447e-2	1.473925447020082e-1	1e0	8.55499113081083e-2	9.766934590821391e-1	-2.1395561236322195e-2
LTA4H	9.895067827211237e-1	-1.5218498413371263e-2	1.6349945668094917e-1	3.188246921679233e-1	1e0	5.186078858298183e-1	6.129365000582647e-1	1e0	3.188246921679233e-1	1e0	-7.555193875880507e-3
ACVR2A	9.643282074076468e-1	-5.240384613724801e-2	6.119794048320906e-2	1.4631356791727268e-1	9.766934590821391e-1	1e0	1e0	1e0	1.4631356791727268e-1	9.766934590821391e-1	-4.374229734324086e-2
P4HB	1.0123395476555805e0	1.769326390312119e-2	1e0	1e0	1e0	2.460710103606197e-1	3.8381362186611195e-1	1e0	3.8381362186611195e-1	1e0	7.358267795215994e-3
WNK4	1.035928360357034e0	5.092423687457781e-2	7.667823854107572e-1	7.755598810535993e-1	1e0	1.0706984922352235e-1	2.240646350253128e-1	1e0	2.240646350253128e-1	1e0	3.3081743156845395e-2
PPIA	9.806311337324582e-1	-2.821752889052818e-2	1.9181314841474917e-1	3.454797346580291e-1	1e0	1e0	1e0	1e0	3.454797346580291e-1	1e0	-1.3024574258258976e-2
SLC1A4	9.82121185404962e-1	-2.6027043060393818e-2	3.025995714441985e-1	4.5175031614019795e-1	1e0	1e0	1e0	1e0	4.5175031614019795e-1	1e0	-8.981972507554392e-3
PTPRM	1.0070983528806918e0	1.0204583329190525e-2	9.758741046283369e-2	2.0989551188816621e-1	9.92366234949284e-1	5.207049035235785e-1	6.13437145286382e-1	1e0	2.0989551188816621e-1	9.92366234949284e-1	6.918675328912042e-3
ICK	1.0007840442614948e0	1.1306935688933876e-3	4.545253511647364e-1	5.996694015131571e-1	1e0	5.347716279381658e-1	6.201224854446031e-1	1e0	5.996694015131571e-1	1e0	2.511135985305097e-4
PPP1R3G	9.827977499897596e-1	-2.5033540079359894e-2	9.553265938752521e-2	2.0671037241962703e-1	9.92366234949284e-1	4.891320623373535e-1	5.991083335850946e-1	1e0	2.0671037241962703e-1	9.92366234949284e-1	-1.7138906068154942e-2
DUSP18	9.969769043753801e-1	-4.36801085470511e-3	4.21151232368046e-1	5.770454162908231e-1	1e0	5.699558107250696e-1	6.858753307063845e-1	1e0	5.770454162908231e-1	1e0	-1.043037331229873e-3
YARS	1.0131357658986542e0	1.8827516354612356e-2	4.0143216424861056e-1	5.474857682962093e-1	1e0	5.636791441846339e-2	1.328522535509126e-1	1e0	1.328522535509126e-1	1e0	1.6504785888822864e-2
KCNK9	9.657623957339552e-1	-5.025980506112931e-2	1.7250643618868022e-1	3.3284275855520695e-1	1e0	1e0	1e0	1e0	3.3284275855520695e-1	1e0	-2.401216906021843e-2
PPP1R8	9.767170639434911e-1	-3.398739304410868e-2	1.5212689470782112e-1	3.004000845917799e-1	1e0	1e0	1e0	1e0	3.004000845917799e-1	1e0	-1.7751613666217556e-2
HPD	9.8160866741038e-1	-2.6780107118444765e-2	9.629897228610249e-2	2.0754334249744283e-1	9.92366234949284e-1	3.199561341725698e-1	4.5823712457002774e-1	1e0	2.0754334249744283e-1	9.92366234949284e-1	-1.8287899304355877e-2
NDUFC1	9.985017958374882e-1	-2.1630724825024233e-3	8.165409427340331e-2	2.3043922986953014e-1	9.999147782931771e-1	1.129615024807622e-1	2.921998610277901e-1	1e0	2.3043922986953014e-1	9.999147782931771e-1	-1.378836677558528e-3
CYTH2	1.0156943502901046e0	2.2466321733786997e-2	6.331370891942819e-1	6.914083236585081e-1	1e0	1.1125581129270824e-1	2.3211811774657856e-1	1e0	2.3211811774657856e-1	1e0	1.4250184775731046e-2
PPP1R14D	9.9343010196136e-1	-9.509632295407936e-3	1.6977020275675747e-1	3.2502233481944404e-1	1e0	3.1948166400328765e-1	4.5774942706332733e-1	1e0	3.2502233481944404e-1	1e0	-4.6415259414174445e-3
ZAK	9.840125910915302e-1	-2.3251318968078687e-2	1.2177950977331699e-1	2.50762836586808e-1	9.999147782931771e-1	2.571087287769493e-1	3.9515150992011255e-1	1e0	2.50762836586808e-1	9.999147782931771e-1	-1.3967923560441789e-2
SAA1	9.872779728354066e-1	-1.8471755322323556e-2	3.8017388453694095e-2	1.036162985917195e-1	9.766934590821391e-1	2.456436098635539e-1	3.833172925451336e-1	1e0	1.036162985917195e-1	9.766934590821391e-1	-1.8186771709717626e-2
PTGFR	1.0281493785521179e0	4.004988713896419e-2	6.218175309059857e-1	8.06384089839923e-1	1e0	6.383719633091502e-2	1.9118605444085265e-1	1e0	1.9118605444085265e-1	1e0	2.877759766837445e-2
PAK6	1.0219724292629737e0	3.1356275823365344e-2	4.885219104513245e-1	7.074850777510671e-1	1e0	1.6563968442972218e-1	3.707925300279239e-1	1e0	3.707925300279239e-1	1e0	1.351044795148875e-2
ASRGL1	9.714608375172419e-1	-4.177225724296048e-2	2.874142543581505e-1	4.366619047824567e-1	1e0	1e0	1e0	1e0	4.366619047824567e-1	1e0	-1.5031942894016135e-2
PDE3A	9.860525901326478e-1	-2.0263501529339187e-2	1.2443121914880091e-1	2.5456946668335484e-1	9.999147782931771e-1	5.808637280467289e-1	6.440671382514533e-1	1e0	2.5456946668335484e-1	9.999147782931771e-1	-1.2040444690792957e-2
LARS2	9.767562402437909e-1	-3.392952744231177e-2	7.996168067468788e-2	1.7946836655862514e-1	9.766934590821391e-1	2.9003969778785743e-1	4.288501128609717e-1	1e0	1.7946836655862514e-1	9.766934590821391e-1	-2.531183767741871e-2
GSTO2	9.892960472424878e-1	-1.5525782218016294e-2	7.462109057223623e-1	7.596600791537369e-1	1e0	1e0	1e0	1e0	7.596600791537369e-1	1e0	-1.8534786805556936e-3
PTGER1	1.0441026917561977e0	6.226361382489281e-2	8.243173186775143e-1	8.332592435941149e-1	1e0	3.682584793003001e-2	1.0445790048381319e-1	1e0	1.0445790048381319e-1	1e0	6.108426049499328e-2
SLCO2B1	9.911689196301479e-1	-1.2797145704317808e-2	2.2833561378107978e-1	3.812111298613299e-1	1e0	6.211513507792368e-1	6.663760622526446e-1	1e0	3.812111298613299e-1	1e0	-5.35988520318377e-3
CDC25C	9.926325758424625e-1	-1.0668293652288986e-2	5.3242400846717435e-2	1.3201065165881892e-1	9.766934590821391e-1	7.458144406511073e-2	1.6690476087716496e-1	1e0	1.3201065165881892e-1	9.766934590821391e-1	-9.381601690761394e-3
MAPK7	1.018710538145057e0	2.6744174656505953e-2	5.286070270524322e-1	6.418789733320098e-1	1e0	1.356238340442168e-1	2.7248479721710306e-1	1e0	2.7248479721710306e-1	1e0	1.5101304774817824e-2
