gene	fold_change	log_fold_change	score_low	pvalue_low	fdr_low	score_high	pvalue_high	fdr_high	pvalue	fdr	phenotype_score
YES1	9.919534455730237e-1	-1.1655681348774847e-2	8.001364504334425e-2	1.79701425544128e-1	9.766934590821391e-1	3.974905209385765e-1	5.385906836828499e-1	1e0	1.79701425544128e-1	9.766934590821391e-1	-8.688709917827607e-3
SLC38A3	1.032032069829149e0	4.548780241291842e-2	1e0	1e0	1e0	1.3089536323335105e-1	2.6531175955218145e-1	1e0	2.6531175955218145e-1	1e0	2.621205047560103e-2
DUSP13	1.0026528061318476e0	3.822122813947159e-3	1.290858248405902e-1	2.7123750005394887e-1	1e0	1.7557656003108857e-1	3.3502660756751157e-1	1e0	2.7123750005394887e-1	1e0	2.1658069133692935e-3
PDE1B	9.911696672317845e-1	-1.2796057533829853e-2	8.75818469643469e-2	2.4257124483709608e-1	9.999147782931771e-1	4.963040098926976e-1	7.055083922814317e-1	1e0	2.4257124483709608e-1	9.999147782931771e-1	-7.871631492989714e-3
SLC22A11	9.957362991193605e-1	-6.164370991891262e-3	5.073707986799108e-1	6.326170366118402e-1	1e0	6.753355906221338e-1	7.004674127431474e-1	1e0	6.326170366118402e-1	1e0	-1.225841369540426e-3
PRKAG1	9.996934645836258e-1	-4.4230491958509473e-4	1e0	1e0	1e0	1e0	1e0	1e0	1e0	1e0	0e0
GMDS	9.904478992311765e-1	-1.3847008210509243e-2	2.9562962605497276e-2	8.889905524792728e-2	9.766934590821391e-1	7.425059283385481e-1	7.685206365099848e-1	1e0	8.889905524792728e-2	9.766934590821391e-1	-1.4554629854402673e-2
GABRR2	9.86717281030072e-1	-1.929131890252281e-2	3.002400913631973e-1	4.4886729017138466e-1	1e0	6.976866154510637e-1	7.157155126650295e-1	1e0	4.4886729017138466e-1	1e0	-6.7111033996639004e-3
INPP5J	1.0089285702421136e0	1.2824038661034499e-2	4.119301591780226e-1	5.579777385509773e-1	1e0	2.2280443264682223e-1	3.5997686673773527e-1	1e0	3.5997686673773527e-1	1e0	5.690351780475718e-3
MMP13	9.998357220318721e-1	-2.3702247926417848e-4	1.9467072458221057e-1	3.48462026491038e-1	1e0	3.0795470415001314e-1	4.4633816858796466e-1	1e0	3.48462026491038e-1	1e0	-1.0851944847512826e-4
HTR6	1.0072743110066806e0	1.0456625983427038e-2	2.0004631305355072e-1	3.535850082649622e-1	1e0	7.422704051690336e-2	1.666846496130789e-1	1e0	1.666846496130789e-1	1e0	8.136346619362422e-3
COMP	1.0023345654854299e0	3.364140671265185e-3	1.0299937505592287e-1	2.1829426718054734e-1	9.99580666121202e-1	1.2855482448084363e-1	2.607886888705703e-1	1e0	2.1829426718054734e-1	9.99580666121202e-1	2.2235545780635055e-3
HLA-DRB1	1.003460148681879e0	4.983322788569418e-3	8.067395971133637e-1	8.213904989620243e-1	1e0	6.69022147952698e-1	7.289092407887752e-1	1e0	7.289092407887752e-1	1e0	6.843424959079654e-4
GABRA6	9.686762155899844e-1	-4.5913576019759865e-2	1.2662646062217e-1	2.578581879232286e-1	9.999147782931771e-1	1e0	1e0	1e0	2.578581879232286e-1	9.999147782931771e-1	-2.7025606583759975e-2
INPP4B	9.984592206105327e-1	-2.224589025185845e-3	2.5619467458928714e-2	9.619725421987821e-2	9.766934590821391e-1	1.5644475336537247e-1	3.5920431935986463e-1	1e0	9.619725421987821e-2	9.766934590821391e-1	-2.262045151261895e-3
CDK2	1.031009625910049e0	4.405780233537445e-2	8.241310007013999e-1	8.243727907950332e-1	1e0	1.7449686235823192e-1	3.12450097323706e-1	1e0	3.12450097323706e-1	1e0	2.225885362916423e-2
GUK1	9.853115399535665e-1	-2.134814079252904e-2	3.1395042466870526e-1	4.6247102947332985e-1	1e0	7.355898247507271e-1	7.438336476752366e-1	1e0	4.6247102947332985e-1	1e0	-7.149822554615585e-3
FLT4	1.0100159191138083e0	1.4378031834055985e-2	6.846726448498965e-2	1.5895917583437275e-1	9.766934590821391e-1	4.1977751740420544e-1	5.624188069969487e-1	1e0	1.5895917583437275e-1	9.766934590821391e-1	1.1483941035102137e-2
DUSP21	1.0025349641616157e0	3.6525526332622927e-3	3.8914914233881054e-1	5.358543985567606e-1	1e0	1e0	1e0	1e0	5.358543985567606e-1	1e0	9.89670824274578e-4
ETNK2	1.0309115012590093e0	4.3920489665471234e-2	1e0	1e0	1e0	1.9941538502519449e-1	3.366450727446148e-1	1e0	3.366450727446148e-1	1e0	2.0766825764386262e-2
TUBB	1.0853437944579467e0	1.181521044172804e-1	1e0	1e0	1e0	5.056553876763676e-3	2.461793432052516e-2	6.068058917091149e-1	2.461793432052516e-2	6.068058917091149e-1	1.9007700791294746e-1
ZMYND8	1.1050063981169491e0	1.4405472301477976e-1	1e0	1e0	1e0	1.895985882749173e-4	6.344383494244738e-4	8.647021503626504e-2	6.344383494244738e-4	8.647021503626504e-2	4.6063090546322105e-1
FES	1.0199769066203155e0	2.853648839137043e-2	1e0	1e0	1e0	2.52837610104819e-1	3.908701300382821e-1	1e0	3.908701300382821e-1	1e0	1.1641960304746042e-2
UCK1	1.0282867532049653e0	4.02426378182983e-2	4.6671528687009356e-1	6.119783686734196e-1	1e0	1.6963449182610102e-1	3.074868041139227e-1	1e0	3.074868041139227e-1	1e0	2.061121335937466e-2
QPCT	1.0467534675840697e0	6.592169730730996e-2	1e0	1e0	1e0	3.8635331854306884e-2	1.0107422928688266e-1	1e0	1.0107422928688266e-1	1e0	6.561579172989455e-2
SUCLA2	9.797512254838028e-1	-2.9512622519638366e-2	4.570742936587941e-1	6.022632617036612e-1	1e0	1e0	1e0	1e0	6.022632617036612e-1	1e0	-6.499081681448187e-3
IARS2	1.0121726116246526e0	1.7455342107090134e-2	3.2169632245775776e-1	4.7039503498042734e-1	1e0	2.5730591553726057e-1	3.9515150992011255e-1	1e0	3.9515150992011255e-1	1e0	7.0386285131283895e-3
CAMKV	1.0016517677110772e0	2.3810311711757225e-3	2.5403125534360566e-1	4.048925123327046e-1	1e0	5.550534277771244e-1	6.307223533778448e-1	1e0	4.048925123327046e-1	1e0	9.349363057761119e-4
NR1I3	9.454263362737454e-1	-8.096304118898445e-2	6.455426225271682e-2	1.712551952732185e-1	9.766934590821391e-1	1e0	1e0	1e0	1.712551952732185e-1	9.766934590821391e-1	-6.204653220399131e-2
INPP5A	1.037566923429123e0	5.320439379497486e-2	1e0	1e0	1e0	6.996572224808113e-2	1.5848011014195018e-1	1e0	1.5848011014195018e-1	1e0	4.2564857682879945e-2
DRD4	1.0138794300312017e0	1.9886098062735343e-2	3.296147654978683e-1	4.775594408310711e-1	1e0	2.73501936999079e-1	4.1171596151937195e-1	1e0	4.1171596151937195e-1	1e0	7.664147848406772e-3
SGK2	9.716219713521167e-1	-4.1532980786017845e-2	9.193574759303366e-3	3.0781049714934332e-2	8.120685672444188e-1	4.2318428316801665e-1	5.651637239373157e-1	1e0	3.0781049714934332e-2	8.120685672444188e-1	-6.278609540794805e-2
GLS	9.627608622022535e-1	-5.4750599787020945e-2	4.514203587947591e-2	1.173754105506666e-1	9.766934590821391e-1	6.891951950241284e-1	7.09582608620593e-1	1e0	1.173754105506666e-1	9.766934590821391e-1	-5.094121049831127e-2
GNB1	1.0111901238825036e0	1.605427814573601e-2	6.385142465276703e-1	6.939633406847618e-1	1e0	9.401445800346876e-2	2.0201898135959706e-1	1e0	2.0201898135959706e-1	1e0	1.1151427193705963e-2
PRKACG	9.924482292995581e-1	-1.0936248330334068e-2	1.7201545163182463e-1	3.271889202031929e-1	1e0	4.309111067504488e-1	5.736487973724758e-1	1e0	3.271889202031929e-1	1e0	-5.306283126710832e-3
PPP1R3B	1.0033082746168815e0	4.764953834497783e-3	2.4232789520898682e-1	3.9459907380632797e-1	1e0	2.0633374304589505e-1	3.4405116939503927e-1	1e0	3.4405116939503927e-1	1e0	2.2079698304330476e-3
KCNK1	9.881729742485155e-1	-1.716449513392576e-2	7.988448569398465e-2	1.7946836655862514e-1	9.766934590821391e-1	3.195912672692379e-1	4.5774942706332733e-1	1e0	1.7946836655862514e-1	9.766934590821391e-1	-1.2804920887373554e-2
PDXDC1	1.0256698617848108e0	3.656643717251974e-2	1e0	1e0	1e0	9.652641575143046e-2	2.057306614990872e-1	1e0	2.057306614990872e-1	1e0	2.511020814990734e-2
MMP11	1.0007604571196185e0	1.0966907749591752e-3	4.087180206346252e-1	5.546890173111035e-1	1e0	5.007015337543373e-1	6.042701585232693e-1	1e0	5.546890173111035e-1	1e0	2.8069847865921346e-4
PLOD2	1.0568392804433957e0	7.975599456616363e-2	1e0	1e0	1e0	3.464983086022876e-3	1.1652949275143395e-2	4.411092073165176e-1	1.1652949275143395e-2	4.411092073165176e-1	1.542133313629655e-1
TRPA1	1.0679361428942376e0	9.482538383811184e-2	3.346901014410972e-1	5.423498388008684e-1	1e0	9.329522119490262e-2	2.288337124138437e-1	1e0	2.288337124138437e-1	1e0	6.0733761243645094e-2
PCSK1	1.0265188268218437e0	3.776008737192384e-2	4.218546685685914e-1	5.675676842137064e-1	1e0	3.577700601553912e-1	4.9720545012753503e-1	1e0	4.9720545012753503e-1	1e0	1.1458831665680689e-2
PRKRIR	1.0065973927931346e0	9.486766200694673e-3	8.100923910194187e-1	8.108898968929784e-1	1e0	2.448499537607175e-1	3.8248863837445674e-1	1e0	3.8248863837445674e-1	1e0	3.959600335207699e-3
MMP20	9.829792431881518e-1	-2.4767142274391963e-2	1.527065441782793e-1	3.010949456411496e-1	1e0	1e0	1e0	1e0	3.010949456411496e-1	1e0	-1.2911025443339039e-2
INS	9.798398756415322e-1	-2.9382090039730652e-2	8.621601574281092e-2	1.903271889202032e-1	9.846846390630837e-1	7.541652622534384e-1	7.581236162122735e-1	1e0	1.903271889202032e-1	9.846846390630837e-1	-2.1169771391291132e-2
OGFOD2	1.0090398234567939e0	1.2983113958512918e-2	8.248806543378715e-1	8.248432246731779e-1	1e0	3.6225488854629034e-1	5.017414685305631e-1	1e0	5.017414685305631e-1	1e0	3.8887023369668493e-3
MYL6B	1.0172102655421678e0	2.4617926688481062e-2	2.3930350138447076e-1	3.911808753522859e-1	1e0	1.359593056562395e-1	2.7315376282363907e-1	1e0	2.7315376282363907e-1	1e0	1.3874486540135315e-2
ASNA1	9.817240804971851e-1	-2.6610491562083664e-2	1.2469505999334253e-1	2.549622142329986e-1	9.999147782931771e-1	1e0	1e0	1e0	2.549622142329986e-1	9.999147782931771e-1	-1.5793970126949764e-2
NEK9	1.0071363736346068e0	1.0259048037209399e-2	8.574725346710064e-1	8.587144638995947e-1	1e0	1.4557484134728025e-2	4.734981722133266e-2	8.454778324619195e-1	4.734981722133266e-2	8.454778324619195e-1	1.3589973123637304e-2
PTGER3	1.0385378169529278e0	5.4553750931818586e-2	5.080078769038896e-1	6.508085852024807e-1	1e0	3.0889413367199337e-1	4.7270404529976134e-1	1e0	4.7270404529976134e-1	1e0	1.7752373246312948e-2
DSTYK	9.999064690308671e-1	-1.349429761096091e-4	2.9803970666337276e-1	4.468560774446377e-1	1e0	2.3436619325124436e-1	3.720441430982171e-1	1e0	3.720441430982171e-1	1e0	-5.794525989946794e-5
MTMR3	1.036157365741902e0	5.1243128057765784e-2	1e0	1e0	1e0	7.208762156132258e-2	1.6243779698836e-1	1e0	1.6243779698836e-1	1e0	4.0446862479922935e-2
EPHA10	9.90359323386354e-1	-1.3976034327431653e-2	3.794816401234319e-1	6.253317853613062e-1	1e0	7.610847722556976e-1	8.620118169537464e-1	1e0	6.253317853613062e-1	1e0	-2.8495665915448175e-3
EPHX2	1.025034773244293e0	3.56728524976995e-2	8.075838713175708e-1	8.089002637019261e-1	1e0	2.3673675721042696e-2	7.227849685586164e-2	9.244583756976745e-1	7.227849685586164e-2	9.244583756976745e-1	4.070239964344562e-2
PRDX5	9.482417269389467e-1	-7.667321529768971e-2	8.264307696124674e-1	8.345540157357975e-1	1e0	8.494388285381471e-1	8.48503027608858e-1	1e0	8.345540157357975e-1	1e0	-6.022339771277777e-3
SLC13A2	1.0041218205214297e0	5.934308333193849e-3	1e0	1e0	1e0	6.734977789905189e-1	7.315333123292519e-1	1e0	7.315333123292519e-1	1e0	8.056766661912871e-4
MMAB	9.500957054020444e-1	-7.38552480180553e-2	1.623863638327436e-2	4.524797044466791e-2	8.884707416974199e-1	1e0	1e0	1e0	4.524797044466791e-2	8.884707416974199e-1	-9.929106160195543e-2
DRD3	1.068203630585262e0	9.518669274883752e-2	2.4040033991313908e-1	4.271064863768391e-1	1e0	5.221518281395032e-2	1.4136753833604515e-1	1e0	1.4136753833604515e-1	1e0	8.087540246894728e-2
TPTE	9.960266021700747e-1	-5.743820157939169e-3	1.6093190789887357e-1	3.142973055791732e-1	1e0	2.396063746481139e-1	3.7727933845775374e-1	1e0	3.142973055791732e-1	1e0	-2.8871848617534005e-3
FUK	9.609102838671327e-1	-5.752635594046397e-2	3.503823788295282e-2	9.85494236106016e-2	9.766934590821391e-1	1e0	1e0	1e0	9.85494236106016e-2	9.766934590821391e-1	-5.789141310131262e-2
NPR1	9.824086934780867e-1	-2.560476750354687e-2	2.816457606729196e-1	4.313490230944191e-1	1e0	7.973884602277573e-1	7.966646669630256e-1	1e0	4.313490230944191e-1	1e0	-9.350123193656142e-3
MTM1	1.1332942817772573e0	1.805225334739113e-1	1e0	1e0	1e0	2.062318216376699e-3	6.668076529665388e-3	3.593007748659233e-1	6.668076529665388e-3	3.593007748659233e-1	3.9281692893187276e-1
TAS1R2	9.792284821863939e-1	-3.028257350767272e-2	3.7294533422135324e-2	1.0286964665668254e-1	9.766934590821391e-1	1e0	1e0	1e0	1.0286964665668254e-1	9.766934590821391e-1	-2.991048401404748e-2
PAPOLA	9.163508797653532e-1	-1.2602796865228436e-1	9.042326335658396e-5	3.150612211427659e-4	4.866645662585257e-2	1e0	1e0	1e0	3.150612211427659e-4	4.866645662585257e-2	-4.413001712281016e-1
METAP1	9.634933077959554e-1	-5.365344896119492e-2	1.1786586433630479e-1	2.439307555858628e-1	9.999147782931771e-1	1e0	1e0	1e0	2.439307555858628e-1	9.999147782931771e-1	-3.287526229449567e-2
FLT1	1.0087537172960361e0	1.2573989899264348e-2	5.382361658325938e-1	6.459488737640321e-1	1e0	1.7865674055331124e-1	3.1625672742025285e-1	1e0	3.1625672742025285e-1	1e0	6.286494849309093e-3
GUCY2F	9.89049433718926e-1	-1.5885464702926632e-2	2.69156428291424e-1	4.1931195808390986e-1	1e0	3.7299281756266506e-1	5.127858748991156e-1	1e0	4.1931195808390986e-1	1e0	-5.996171224504392e-3
FECH	9.07700460269798e-1	-1.3971180593832064e-1	1.837162875133016e-5	6.0422699945187976e-5	1.2727217797545503e-2	8.055580297584057e-1	8.047958360127924e-1	1e0	6.0422699945187976e-5	1.2727217797545503e-2	-5.894161490779958e-1
CA8	1.0001814478251234e0	2.6175013120769737e-4	4.122081331118519e-1	5.579777385509773e-1	1e0	7.547781938764013e-1	7.587321591188644e-1	1e0	5.579777385509773e-1	1e0	6.632306689950698e-5
HIPK2	9.520792221757105e-1	-7.084647021471527e-2	5.45507755844182e-4	1.8299446269114074e-3	1.6959926802214925e-1	1e0	1e0	1e0	1.8299446269114074e-3	1.6959926802214925e-1	-1.9394660834790983e-1
PRKDC	9.748155602710148e-1	-3.67988149518159e-2	3.2208117213309834e-1	4.7039503498042734e-1	1e0	1e0	1e0	1e0	4.7039503498042734e-1	1e0	-1.2052983421155341e-2
F3	1.0195895569555795e0	2.7988501888254916e-2	9.480816507579556e-1	9.546700273196922e-1	1e0	1.3281583855337367e-1	3.2446126689138155e-1	1e0	3.2446126689138155e-1	1e0	1.3681819227203016e-2
CTNS	9.975975272409915e-1	-3.4702057438172405e-3	5.971826040826169e-2	1.6024100025463853e-1	9.766934590821391e-1	7.844664998490154e-1	7.958619082351824e-1	1e0	1.6024100025463853e-1	9.766934590821391e-1	-2.7595990569746114e-3
DUSP12	1.0162883615574705e0	2.3309810341318925e-2	2.732151476690123e-1	4.2389545146546626e-1	1e0	2.0225142938022297e-1	3.402100120413809e-1	1e0	3.402100120413809e-1	1e0	1.0914886516455334e-2
ANXA3	1.0238566689760278e0	3.401376472197331e-2	6.449822131462384e-1	6.971786915032736e-1	1e0	8.983540874681364e-2	1.94880470951787e-1	1e0	1.94880470951787e-1	1e0	2.4157653245346175e-2
H6PD	1.0281274361172674e0	4.001909727476e-2	5.948688584211094e-1	7.862331194082028e-1	1e0	4.5587965649274825e-1	6.718788438547956e-1	1e0	6.718788438547956e-1	1e0	6.911659622881047e-3
CPD	9.933493315427284e-1	-9.626934780534738e-3	1.579707512619545e-1	3.1023603696142876e-1	1e0	4.399789259265605e-1	5.769849935908778e-1	1e0	3.1023603696142876e-1	1e0	-4.893445615687313e-3
PTPRA	1.020913731333751e0	2.9860961577780315e-2	2.3047810440765631e-1	3.8281233140987736e-1	1e0	2.8511132101019e-1	4.23468176658711e-1	1e0	3.8281233140987736e-1	1e0	1.245244144661426e-2
CSNK2A2	1.0231023068936873e0	3.2950417095249165e-2	8.233787819569209e-1	8.234535025744386e-1	1e0	1.0668185904490833e-1	2.237064147327806e-1	1e0	2.237064147327806e-1	1e0	2.1428366727938547e-2
PLA2G2E	1.0083683470079114e0	1.202273737946248e-2	1e0	1e0	1e0	5.374228435610565e-1	6.218704278358747e-1	1e0	6.218704278358747e-1	1e0	2.480291862967611e-3
PPARD	1.0009333250345622e0	1.3458754269390465e-3	3.334200287123434e-1	4.812236459920328e-1	1e0	3.210634433028648e-1	4.595146330831546e-1	1e0	4.595146330831546e-1	1e0	4.5450301201634385e-4
MYL12A	1.0287125327414537e0	4.083988647927095e-2	4.8271867061616586e-1	7.02655577662591e-1	1e0	3.0358525234409576e-3	1.3176464495189921e-2	4.6257376114174314e-1	1.3176464495189921e-2	4.6257376114174314e-1	7.678719964025127e-2
MAST2	1.0508221365415846e0	7.151849761157165e-2	1e0	1e0	1e0	1.1787695080043141e-1	2.4282588335829366e-1	1e0	2.4282588335829366e-1	1e0	4.3962779697903326e-2
RIPK3	1.0136154453644515e0	1.951041339258875e-2	3.629726272943663e-1	5.096827376662164e-1	1e0	6.488480663760024e-2	1.4845425785818792e-1	1e0	1.4845425785818792e-1	1e0	1.6162569695339808e-2
SGK494	1.00629571328916e0	9.0543224447239e-3	6.518438316880381e-1	7.006314172144272e-1	1e0	4.954887883036956e-1	6.020172549967415e-1	1e0	6.020172549967415e-1	1e0	1.9954917286994058e-3
BDH1	9.845466084659203e-1	-2.2468589917458568e-2	5.1327178249140265e-2	1.6874333731835425e-1	9.766934590821391e-1	6.15849861367044e-1	7.850894040163832e-1	1e0	1.6874333731835425e-1	9.766934590821391e-1	-1.7363127857372273e-2
TRPM8	1.0176477803286286e0	2.523831435999467e-2	1e0	1e0	1e0	1.1301370358499663e-1	2.340645918662414e-1	1e0	2.340645918662414e-1	1e0	1.591690333547789e-2
CSNK1E	1.0376975788249445e0	5.3386053425987186e-2	2.5492548773253826e-1	4.06131177681581e-1	1e0	4.939787652664439e-3	1.705646501309878e-2	5.096274301154728e-1	1.705646501309878e-2	5.096274301154728e-1	9.439246682777733e-2
PLK4	9.779650044990534e-1	-3.214525418734477e-2	1.654019286101572e-1	3.214832909655116e-1	1e0	7.663114291535227e-1	7.68883172709656e-1	1e0	3.214832909655116e-1	1e0	-1.5842518330212347e-2
PRSS8	1.0161878762020111e0	2.3167157038487575e-2	1e0	1e0	1e0	3.5059526861187884e-1	4.8987703980561154e-1	1e0	4.8987703980561154e-1	1e0	7.179801173429578e-3
CCBL1	1.012538511425674e0	1.797678126760328e-2	3.7968709292759556e-1	5.266960436079258e-1	1e0	5.672777715761389e-2	1.3305510118644287e-1	1e0	1.3305510118644287e-1	1e0	1.5747093590056677e-2
SIGLEC7	9.661780622460887e-1	-4.963899915327119e-2	2.403124702362368e-2	7.26021898912823e-2	9.766934590821391e-1	7.32059175109879e-1	7.408384081208109e-1	1e0	7.26021898912823e-2	9.766934590821391e-1	-5.654131586108113e-2
PYCR1	1.0084037101830803e0	1.2073331374227017e-2	5.181876028851453e-1	6.371314754791736e-1	1e0	1.9925648682950672e-1	3.366450727446148e-1	1e0	3.366450727446148e-1	1e0	5.708605959404449e-3
INPP1	9.636003601792704e-1	-5.349316205324714e-2	7.422704051690336e-2	1.6935619613208402e-1	9.766934590821391e-1	1e0	1e0	1e0	1.6935619613208402e-1	9.766934590821391e-1	-4.1253868239072136e-2
NEK6	9.897339281613341e-1	-1.48873597097371e-2	6.285505104292703e-1	6.889827838464228e-1	1e0	1e0	1e0	1e0	6.889827838464228e-1	1e0	-2.4086501940412263e-3
PFKFB4	9.893601379025433e-1	-1.5432321536816677e-2	1.485940848477768e-1	2.947807734968774e-1	1e0	2.8456488748192343e-1	4.2303227003767785e-1	1e0	2.947807734968774e-1	1e0	-8.186859629527051e-3
GRIN2C	9.629844467613876e-1	-5.441559771314334e-2	1.2500207380176273e-1	2.8998148475837393e-1	1e0	1e0	1e0	1e0	2.8998148475837393e-1	1e0	-2.9255443150077887e-2
NISCH	1.0109602090284313e0	1.57262144841697e-2	2.79327930094566e-1	4.289364310037505e-1	1e0	1.5655606754440846e-1	2.951907846750769e-1	1e0	2.951907846750769e-1	1e0	8.333277092990076e-3
GRIN2D	1.015295287641715e0	2.1899380671664175e-2	8.091923565713517e-1	8.104453584576674e-1	1e0	1.3432501448423803e-1	2.7036568681188256e-1	1e0	2.7036568681188256e-1	1e0	1.2439908748915908e-2
LCN9	1.0014348538083073e0	2.068572778525798e-3	7.951712628359529e-1	7.975882710907592e-1	1e0	7.399827810504339e-1	7.47295005200668e-1	1e0	7.47295005200668e-1	1e0	2.616908405902685e-4
PRSS1	9.989686258430769e-1	-1.488726230409726e-3	8.506212221295687e-1	9.207469972076081e-1	1e0	8.375664932703817e-1	9.038243253158165e-1	1e0	9.038243253158165e-1	1e0	-6.537886294548297e-5
HK2	9.898085518620195e-1	-1.4778587865688156e-2	5.619143104559562e-1	6.568724347326943e-1	1e0	1e0	1e0	1e0	6.568724347326943e-1	1e0	-2.697372526878665e-3
GABBR1	9.985944207614793e-1	-2.0292486662137413e-3	2.2694172410771006e-2	8.999529566121856e-2	9.766934590821391e-1	4.790867599678578e-1	7.02880004833816e-1	1e0	8.999529566121856e-2	9.766934590821391e-1	-2.1221480595936134e-3
WARS	9.904033509231064e-1	-1.391189912358367e-2	6.773067772830983e-2	1.5823841934216942e-1	9.766934590821391e-1	3.879370027275667e-1	5.285734632133655e-1	1e0	1.5823841934216942e-1	9.766934590821391e-1	-1.1139091574878733e-2
EPM2A	1.003363216093681e0	4.843954105846993e-3	6.800597855898307e-1	7.169930211781563e-1	1e0	4.077735505219955e-1	5.490869698447568e-1	1e0	5.490869698447568e-1	1e0	1.2611663796957733e-3
DUSP23	1.0041814770423225e0	6.020018660890309e-3	1.6833399794143733e-1	3.234686082494249e-1	1e0	6.298095991745249e-2	1.4468215501875262e-1	1e0	1.4468215501875262e-1	1e0	5.054317554697271e-3
SDHA	1.047850060998332e0	6.743229346890216e-2	1e0	1e0	1e0	6.568872658078928e-2	1.5102653851299735e-1	1e0	1.5102653851299735e-1	1e0	5.5358320914224074e-2
CDK14	9.893054538482053e-1	-1.5512064586231453e-2	4.2548610953579213e-1	5.713527347745586e-1	1e0	1e0	1e0	1e0	5.713527347745586e-1	1e0	-3.7709160366531996e-3
MASP2	9.889887763926382e-1	-1.597394633428145e-2	2.552233745479624e-1	4.06131177681581e-1	1e0	1e0	1e0	1e0	4.06131177681581e-1	1e0	-6.251143035737271e-3
PIK3C3	9.998434432332636e-1	-2.2588135307680378e-4	3.5963277819623496e-1	5.061609574408397e-1	1e0	2.263753427269021e-1	3.6345980379886145e-1	1e0	3.6345980379886145e-1	1e0	-9.928470585721916e-5
PPP2R2C	1.006696255479721e0	9.62845314030633e-3	7.426667737812027e-1	7.570921144060664e-1	1e0	5.59767218428105e-1	6.33005468254345e-1	1e0	6.33005468254345e-1	1e0	1.9121389489247594e-3
ITPK1	9.312377112659508e-1	-1.0277861229113097e-1	1.4771458074871105e-1	2.981773924152248e-1	1e0	1e0	1e0	1e0	2.981773924152248e-1	1e0	-5.4012759774641886e-2
SIRPD	9.91649743854195e-1	-1.2097452131784819e-2	1.6530423370093403e-1	3.214832909655116e-1	1e0	4.2232852492382983e-1	5.640588517097466e-1	1e0	3.214832909655116e-1	1e0	-5.962127598360056e-3
SLC6A14	9.690352067656287e-1	-4.537901262835368e-2	5.2591901339282605e-2	1.2997354348923829e-1	9.766934590821391e-1	1e0	1e0	1e0	1.2997354348923829e-1	9.766934590821391e-1	-4.021238699075733e-2
NDST1	9.518227154323874e-1	-7.123520978315206e-2	6.428119200026236e-2	1.5151855192683675e-1	9.766934590821391e-1	1e0	1e0	1e0	1.5151855192683675e-1	9.766934590821391e-1	-5.8379689870972966e-2
PBK	1.0295390944198333e0	4.199861409328507e-2	4.0349954348452466e-1	5.496394059585414e-1	1e0	1.5000119940125798e-2	4.611115187245631e-2	8.454778324619195e-1	4.611115187245631e-2	8.454778324619195e-1	5.6118297370135295e-2
PTPN5	9.907531516841758e-1	-1.3402443330592026e-2	2.4928151273792126e-1	4.011678844717977e-1	1e0	3.554983124549916e-1	4.948489648296727e-1	1e0	4.011678844717977e-1	1e0	-5.316398684658485e-3
HLA-DQA2	9.87352424412807e-1	-1.8362964409652027e-2	8.055580297584057e-1	8.07277482617684e-1	1e0	1e0	1e0	1e0	8.07277482617684e-1	1e0	-1.7073363005395777e-3
MCCC2	9.690888784211523e-1	-4.529910873378694e-2	2.2249621740349396e-1	3.7503075083836496e-1	1e0	4.0175188722619787e-1	5.433511292571029e-1	1e0	3.7503075083836496e-1	1e0	-1.9294390744011913e-2
CHEK2	9.48320166879899e-1	-7.655387839204716e-2	1.857423641918944e-3	6.504072058385592e-3	3.9384445404272683e-1	1e0	1e0	1e0	6.504072058385592e-3	3.9384445404272683e-1	-1.6740914323019693e-1
DBI	9.724576841585789e-1	-4.029262132611618e-2	6.2275585048923394e-2	1.9037897980587049e-1	9.846846390630837e-1	7.930690115747324e-1	8.8190383295713e-1	1e0	1.9037897980587049e-1	9.846846390630837e-1	-2.9026039036410618e-2
CERKL	1.0160184254936504e0	2.292656562117949e-2	6.684021901214423e-1	8.261423127219994e-1	1e0	4.3465618646391935e-1	6.550122787558103e-1	1e0	6.550122787558103e-1	1e0	4.212769242347968e-3
MAPK8IP1	9.827387759416815e-1	-2.512011345574486e-2	3.7356729161258917e-1	6.214819961933699e-1	1e0	1e0	1e0	1e0	6.214819961933699e-1	1e0	-5.1890982100534265e-3
GLRA3	1.0247139233360427e0	3.5221198520745886e-2	6.312739849867028e-1	6.903940854808568e-1	1e0	3.766154901244452e-2	9.807467382531797e-2	1e0	9.807467382531797e-2	1e0	3.551857559279429e-2
CKM	1.0202866860485487e0	2.897458594888369e-2	9.519076388066477e-2	2.58130090072982e-1	9.999147782931771e-1	7.781450178960614e-2	2.2051264344996352e-1	1e0	2.2051264344996352e-1	9.999147782931771e-1	1.9023742615907467e-2
MAPKAP1	1.0038568980570146e0	5.553624689175951e-3	1.2744889399331627e-2	5.1454244910466504e-2	9.387361059649677e-1	1.2587637482984252e-2	5.005157509031036e-2	8.464926969653218e-1	5.005157509031036e-2	8.464926969653218e-1	7.222945699493755e-3
COX8A	1.0536552209181138e0	7.540286275817633e-2	1e0	1e0	1e0	4.75554937740781e-2	1.2997354348923829e-1	1e0	1.2997354348923829e-1	1e0	6.68178728848811e-2
TLR2	1.018963825022127e0	2.710283424408116e-2	3.4038892567695217e-1	4.87982356571616e-1	1e0	1.289297770546164e-1	2.6197124742664035e-1	1e0	2.6197124742664035e-1	1e0	1.5766975490281655e-2
